,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK,SEASON_ID
3,202334,Ed Davis,Ed,1610612750,MIN,32.0,23,5,18,0.217,13.0,101.4,101.4,101.4,108.2,109.0,109.0,-6.8,-7.6,-7.6,0.1,3.0,26.9,0.127,0.235,0.176,9.0,9.1,0.432,0.487,0.078,0.079,101.64,101.24,84.37,101.24,0.079,631,19,44,0.8,1.9,0.432,15,15,2,13,15,14,14,14,4,4,4,11,13,13,8,3,3,1,2,1,5,5,15,14,16,16,16,16,16,11,15,15,15,15,8,2020-21
4,1630183,Jaden McDaniels,Jaden,1610612750,MIN,20.0,63,18,45,0.286,24.0,108.5,109.6,109.6,112.5,113.1,113.1,-4.0,-3.4,-3.4,0.064,1.51,14.1,0.032,0.118,0.073,9.3,9.3,0.545,0.552,0.118,0.121,103.92,103.13,85.94,103.13,0.05,3250,164,367,2.6,5.8,0.447,5,7,12,9,6,5,5,5,10,9,9,4,3,3,14,6,8,8,8,7,6,6,6,7,14,14,9,10,10,14,7,7,8,8,5,2020-21
5,1627774,Jake Layman,Jake,1610612750,MIN,27.0,45,12,33,0.267,13.9,101.5,101.5,101.5,107.4,107.3,107.3,-6.0,-5.8,-5.8,0.067,1.08,11.1,0.019,0.083,0.051,10.3,10.2,0.557,0.577,0.147,0.152,104.16,104.15,86.79,104.15,0.074,1360,91,184,2.0,4.1,0.495,10,11,8,11,14,13,13,13,2,2,2,8,7,7,13,13,12,13,13,14,10,10,3,4,10,10,8,3,3,12,13,13,12,13,3,2020-21
6,1629020,Jarred Vanderbilt,Jarred,1610612750,MIN,22.0,64,18,46,0.281,17.8,106.9,108.1,108.1,108.2,109.2,109.2,-1.3,-1.1,-1.1,0.091,1.43,18.6,0.096,0.211,0.153,13.0,12.9,0.608,0.612,0.118,0.122,104.82,103.75,86.46,103.75,0.107,2451,143,236,2.2,3.7,0.606,4,7,14,10,11,7,7,7,3,5,5,2,2,2,9,9,5,2,3,3,15,15,1,1,13,13,4,5,5,4,8,12,10,14,1,2020-21
7,1629633,Jarrett Culver,Jarrett,1610612750,MIN,22.0,34,7,27,0.206,14.7,100.5,99.0,99.0,109.2,109.7,109.7,-8.7,-10.7,-10.7,0.079,0.86,9.9,0.059,0.132,0.094,11.5,11.6,0.449,0.476,0.179,0.185,103.18,103.72,86.44,103.72,0.057,1071,69,168,2.0,4.9,0.411,14,14,4,15,13,15,15,15,6,6,6,14,15,15,11,15,13,4,6,6,14,14,14,15,7,7,15,7,7,13,14,14,11,10,13,2020-21
8,1629669,Jaylen Nowell,Jaylen,1610612750,MIN,21.0,42,10,32,0.238,18.1,104.5,104.5,104.5,111.0,111.1,111.1,-6.5,-6.6,-6.6,0.13,2.21,13.9,0.022,0.098,0.058,6.3,6.2,0.499,0.528,0.206,0.214,103.83,103.74,86.45,103.74,0.081,1645,142,335,3.4,8.0,0.424,11,12,7,12,10,10,10,10,7,7,7,10,10,10,6,4,9,10,11,12,1,1,9,9,6,6,11,6,6,10,9,8,6,6,10,2020-21
9,1629162,Jordan McLaughlin,Jordan,1610612750,MIN,25.0,51,15,36,0.294,18.4,101.7,102.6,102.6,108.9,108.8,108.8,-7.2,-6.3,-6.3,0.292,3.78,38.6,0.02,0.09,0.053,10.2,10.2,0.481,0.502,0.133,0.136,103.86,103.41,86.18,103.41,0.095,2018,100,242,2.0,4.7,0.413,8,10,10,8,9,12,12,12,5,3,3,13,8,8,3,2,2,12,12,13,9,9,11,13,11,11,10,8,8,7,12,11,13,11,12,2020-21
10,1629006,Josh Okogie,Josh,1610612750,MIN,22.0,59,21,38,0.356,20.3,106.8,107.7,107.7,112.4,114.3,114.3,-5.6,-6.6,-6.6,0.072,1.47,15.5,0.048,0.079,0.063,10.6,10.6,0.459,0.524,0.119,0.122,104.28,102.94,85.78,102.94,0.045,2556,102,254,1.7,4.3,0.402,6,4,11,4,7,8,9,9,9,11,11,7,9,9,12,8,7,6,14,10,12,12,12,10,12,12,6,11,11,15,11,10,14,12,14,2020-21
11,1627823,Juancho Hernangomez,Juancho,1610612750,MIN,25.0,52,19,33,0.365,17.3,110.2,110.5,110.5,114.1,115.4,115.4,-3.9,-4.9,-4.9,0.055,1.3,8.7,0.047,0.177,0.11,6.7,6.7,0.527,0.549,0.167,0.172,103.45,102.74,85.62,102.74,0.085,1937,130,299,2.5,5.8,0.435,7,5,8,3,12,2,3,3,15,14,14,3,4,4,15,12,15,7,4,5,2,2,7,8,8,8,14,12,12,9,10,9,9,9,7,2020-21
12,1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,25.0,50,19,31,0.38,33.8,112.5,114.6,114.6,112.9,114.7,114.7,-0.4,-0.1,-0.1,0.216,1.41,16.2,0.075,0.237,0.154,11.5,11.5,0.555,0.612,0.286,0.292,103.51,101.77,84.81,101.77,0.155,3588,425,875,8.5,17.5,0.486,9,5,6,2,1,1,1,1,11,12,12,1,1,1,4,10,6,3,1,2,13,13,4,2,1,1,13,15,15,1,2,2,1,1,4,2020-21
13,1627736,Malik Beasley,Malik,1610612750,MIN,24.0,37,8,29,0.216,32.8,106.2,107.9,107.9,113.0,115.0,115.0,-6.8,-7.2,-7.2,0.114,1.47,11.3,0.021,0.112,0.064,7.7,7.7,0.547,0.57,0.235,0.241,103.82,102.1,85.09,102.1,0.101,2577,264,600,7.1,16.2,0.44,13,13,5,14,2,9,8,8,13,13,13,12,12,12,7,7,11,11,9,9,3,3,5,5,4,4,12,14,14,5,5,4,2,3,6,2020-21
14,1629675,Naz Reid,Naz,1610612750,MIN,21.0,70,22,48,0.314,19.2,101.9,102.7,102.7,111.5,112.4,112.4,-9.7,-9.7,-9.7,0.088,1.04,9.1,0.054,0.173,0.111,8.7,8.7,0.576,0.599,0.218,0.225,104.9,104.06,86.72,104.06,0.113,2915,304,581,4.3,8.3,0.523,2,3,15,7,8,11,11,11,8,8,8,15,14,14,10,14,14,5,5,4,4,4,2,3,5,5,3,4,4,3,3,5,5,5,2,2020-21
15,201937,Ricky Rubio,Ricky,1610612750,MIN,30.0,68,23,45,0.338,26.1,108.0,109.3,109.3,112.9,114.3,114.3,-5.0,-5.0,-5.0,0.33,3.9,39.2,0.014,0.11,0.06,10.0,10.0,0.454,0.516,0.155,0.158,104.59,103.33,86.1,103.33,0.098,3816,193,498,2.8,7.3,0.388,3,1,12,5,5,6,6,6,12,10,10,5,6,6,1,1,1,14,10,11,8,8,13,12,9,9,5,9,9,6,6,6,7,7,15,2020-21
0,203459,Allen Crabbe,Allen,1610612750,MIN,28.0,9,1,8,0.111,14.6,94.6,94.4,94.4,112.7,111.8,111.8,-18.1,-17.4,-17.4,0.054,1.0,11.1,0.006,0.091,0.043,11.1,11.1,0.412,0.416,0.12,0.123,110.5,111.08,92.57,111.08,0.01,302,11,34,1.2,3.8,0.324,22,22,3,24,19,23,23,23,18,17,17,23,23,23,21,19,15,22,19,21,16,16,20,23,23,23,3,3,3,23,22,22,21,19,22,2019-20
1,203952,Andrew Wiggins,Andrew,1610612744,GSW,25.0,42,12,30,0.286,34.7,106.6,108.0,108.0,111.3,111.8,111.8,-4.6,-3.8,-3.8,0.182,1.45,13.6,0.03,0.115,0.071,9.4,9.4,0.502,0.535,0.276,0.281,104.6,103.69,86.4,103.69,0.106,3145,351,790,8.4,18.8,0.444,5,5,20,12,1,9,8,8,16,18,18,12,12,12,8,10,11,12,14,14,11,11,12,16,3,3,18,22,22,9,1,1,2,1,11,2019-20
2,1626156,D'Angelo Russell,D'Angelo,1610612750,MIN,24.0,12,3,9,0.25,32.6,110.8,112.3,112.3,114.6,114.6,114.6,-3.8,-2.3,-2.3,0.302,1.72,21.9,0.007,0.125,0.064,12.8,12.8,0.502,0.553,0.281,0.286,109.63,108.87,90.73,108.87,0.119,888,87,211,7.3,17.6,0.412,21,20,4,19,4,4,4,4,19,20,20,9,9,9,4,6,6,21,13,17,19,19,11,12,1,2,4,6,6,5,11,11,4,3,15,2019-20
3,203476,Gorgui Dieng,Gorgui,1610612763,MEM,30.0,46,13,33,0.283,16.9,97.8,97.6,97.6,102.5,102.6,102.6,-4.8,-5.1,-5.1,0.127,1.32,14.3,0.083,0.224,0.151,10.8,10.9,0.531,0.563,0.185,0.19,102.5,102.53,85.44,102.53,0.137,1653,124,277,2.7,6.0,0.448,4,4,21,17,16,21,21,21,3,5,5,13,16,16,9,14,10,3,2,3,14,14,9,10,10,10,24,24,24,3,7,8,15,14,9,2019-20
4,1628980,Jacob Evans,Jacob,1610612750,MIN,23.0,2,1,1,0.5,2.1,153.1,163.6,163.6,88.9,72.7,72.7,64.2,90.9,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.085,116.78,123.75,103.13,123.75,-0.035,11,0,1,0.0,0.5,0.0,23,22,1,1,24,1,1,1,1,1,1,1,1,1,23,23,23,23,24,24,1,1,23,24,24,24,1,1,1,24,23,23,23,23,23,2019-20
5,1627774,Jake Layman,Jake,1610612750,MIN,26.0,23,11,12,0.478,22.0,105.9,106.6,106.6,105.5,104.6,104.6,0.3,2.0,2.0,0.041,0.63,6.5,0.03,0.075,0.052,10.4,10.3,0.52,0.544,0.165,0.17,109.58,109.7,91.41,109.7,0.059,1154,81,179,3.5,7.8,0.453,16,9,8,3,12,11,10,10,6,7,7,3,2,2,22,22,22,11,21,19,13,13,10,13,16,15,5,5,5,20,14,14,10,12,8,2019-20
6,201949,James Johnson,James,1610612750,MIN,33.0,14,4,10,0.286,24.2,104.5,105.8,105.8,116.0,117.2,117.2,-11.5,-11.4,-11.4,0.235,1.61,23.1,0.043,0.145,0.09,14.4,14.4,0.566,0.588,0.201,0.206,111.2,109.87,91.56,109.87,0.099,772,64,128,4.6,9.1,0.5,18,17,5,12,9,14,14,14,21,22,22,22,21,21,5,7,5,7,9,8,23,23,4,4,6,6,2,4,4,12,16,18,5,8,4,2019-20
7,1629020,Jarred Vanderbilt,Jarred,1610612750,MIN,21.0,2,1,1,0.5,2.6,18.6,18.2,18.2,116.1,92.9,92.9,-97.5,-74.7,-74.7,0.0,0.0,0.0,0.0,0.143,0.071,0.0,0.0,0.0,0.532,0.182,0.175,103.27,117.57,97.98,117.57,0.222,11,0,1,0.0,0.5,0.0,23,22,1,1,23,24,24,24,22,2,2,24,24,24,23,23,23,23,10,13,1,1,23,17,11,13,23,2,2,1,23,23,23,23,23,2019-20
8,1629633,Jarrett Culver,Jarrett,1610612750,MIN,21.0,63,19,44,0.302,23.9,104.9,106.0,106.0,108.7,109.3,109.3,-3.8,-3.3,-3.3,0.105,1.36,13.5,0.041,0.092,0.065,10.0,10.0,0.462,0.467,0.187,0.19,106.07,105.22,87.69,105.22,0.055,3304,230,569,3.7,9.0,0.404,1,1,24,10,10,13,13,13,10,12,12,11,10,10,12,13,12,9,18,16,12,12,18,21,8,9,14,15,15,21,3,3,9,9,17,2019-20
9,1629669,Jaylen Nowell,Jaylen,1610612750,MIN,20.0,15,2,13,0.133,10.1,99.5,99.7,99.7,98.2,98.5,98.5,1.3,1.2,1.2,0.194,6.33,23.2,0.016,0.065,0.038,3.7,3.6,0.387,0.471,0.165,0.172,107.7,107.46,89.55,107.46,0.08,342,19,53,1.3,3.5,0.358,17,21,9,23,21,19,19,19,2,3,3,2,3,3,7,1,4,18,23,23,3,3,22,20,15,14,8,8,8,17,21,21,20,20,20,2019-20
10,201952,Jeff Teague,Jeff,1610612737,ATL,32.0,34,12,22,0.353,27.8,107.3,107.9,107.9,111.2,111.9,111.9,-3.8,-3.9,-3.9,0.325,2.74,31.1,0.015,0.071,0.044,11.4,11.3,0.498,0.578,0.2,0.205,104.91,104.31,86.93,104.31,0.109,2059,145,324,4.3,9.5,0.448,9,5,14,6,7,7,9,9,15,19,19,10,13,13,1,3,3,19,22,20,18,18,13,6,7,7,17,19,19,7,6,6,8,7,10,2019-20
11,1628395,Jordan Bell,Jordan,1610612739,CLE,25.0,27,8,19,0.296,8.7,106.1,106.4,106.4,108.9,108.2,108.2,-2.8,-1.8,-1.8,0.088,0.78,13.3,0.113,0.203,0.158,17.1,17.2,0.55,0.57,0.156,0.16,104.33,104.47,87.06,104.47,0.102,512,32,60,1.2,2.2,0.533,15,13,10,11,22,10,11,11,11,10,10,7,8,8,15,20,13,1,5,1,24,24,7,9,18,18,21,18,18,10,20,20,22,22,2,2019-20
12,1629162,Jordan McLaughlin,Jordan,1610612750,MIN,24.0,30,7,23,0.233,19.7,104.0,105.3,105.3,111.5,111.1,111.1,-7.5,-5.8,-5.8,0.303,4.03,35.8,0.01,0.079,0.04,8.9,8.8,0.57,0.587,0.151,0.156,106.96,106.5,88.75,106.5,0.11,1313,87,178,2.9,5.9,0.489,12,16,16,21,14,15,15,15,17,16,16,18,17,17,3,2,1,20,20,22,10,10,3,5,19,19,10,10,10,6,11,15,13,15,5,2019-20
13,1629006,Josh Okogie,Josh,1610612750,MIN,21.0,62,19,43,0.306,25.0,105.6,106.3,106.3,110.8,111.0,111.0,-5.2,-4.7,-4.7,0.089,1.14,14.8,0.05,0.114,0.081,13.0,13.0,0.479,0.553,0.148,0.151,106.33,105.88,88.23,105.88,0.07,3413,170,398,2.7,6.4,0.427,2,1,23,9,8,12,12,12,14,15,15,15,15,15,14,18,9,6,15,10,20,21,16,11,20,20,13,13,13,19,5,5,14,13,13,2019-20
14,1627823,Juancho Hernangomez,Juancho,1610612750,MIN,24.0,14,4,10,0.286,29.4,111.3,112.9,112.9,118.8,118.9,118.9,-7.5,-5.9,-5.9,0.057,1.29,9.5,0.042,0.208,0.119,7.4,7.4,0.558,0.576,0.167,0.169,108.53,107.65,89.71,107.65,0.084,919,62,137,4.4,9.8,0.453,18,17,5,12,6,3,3,3,24,23,23,19,18,18,20,15,19,8,3,5,7,7,5,7,14,16,6,7,7,16,17,17,7,6,7,2019-20
15,1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,24.0,35,10,25,0.286,33.9,112.2,113.9,113.9,115.5,115.4,115.4,-3.3,-1.5,-1.5,0.21,1.39,15.7,0.075,0.24,0.155,11.3,11.2,0.6,0.642,0.278,0.287,105.46,104.69,87.24,104.69,0.168,2599,316,622,9.0,17.8,0.508,8,10,17,12,2,2,2,2,20,21,21,8,6,6,6,11,8,4,1,2,17,17,1,1,2,1,15,16,16,2,2,2,1,2,3,2019-20
16,1628966,Keita Bates-Diop,Keita,1610612743,DEN,24.0,37,8,29,0.216,17.5,98.5,98.1,98.1,109.2,109.7,109.7,-10.7,-11.6,-11.6,0.076,2.14,10.8,0.028,0.13,0.077,5.0,5.0,0.498,0.535,0.157,0.162,104.15,104.09,86.74,104.09,0.088,1400,87,206,2.4,5.6,0.422,6,13,19,22,15,20,20,20,12,13,13,21,22,22,16,5,17,13,12,11,4,4,14,15,17,17,22,20,20,14,11,12,16,17,14,2019-20
17,1629103,Kelan Martin,Kelan,1610612750,MIN,24.0,31,12,19,0.387,16.0,100.7,101.4,101.4,102.7,103.1,103.1,-1.9,-1.7,-1.7,0.071,1.15,9.7,0.021,0.154,0.085,8.4,8.4,0.461,0.506,0.171,0.177,107.01,106.45,88.71,106.45,0.077,1096,71,181,2.3,5.8,0.392,11,5,10,4,18,18,18,18,4,6,6,5,7,7,17,17,18,15,8,9,9,9,19,18,13,12,9,11,11,18,15,13,17,16,19,2019-20
18,1627736,Malik Beasley,Malik,1610612750,MIN,23.0,14,4,10,0.286,33.1,109.5,111.6,111.6,117.8,119.4,119.4,-8.3,-7.7,-7.7,0.091,1.29,9.2,0.018,0.137,0.074,7.2,7.2,0.577,0.591,0.231,0.235,107.88,106.17,88.47,106.17,0.101,1025,110,233,7.9,16.6,0.472,18,17,5,12,3,5,5,5,23,24,24,20,20,20,13,15,20,16,11,12,6,6,2,3,5,5,7,12,12,11,9,10,3,4,6,2019-20
19,1629675,Naz Reid,Naz,1610612750,MIN,20.0,30,8,22,0.267,16.5,106.7,108.4,108.4,107.5,107.6,107.6,-0.8,0.7,0.7,0.106,1.59,10.9,0.06,0.176,0.115,6.8,6.8,0.477,0.505,0.234,0.239,106.46,105.6,88.0,105.6,0.085,1089,100,243,3.3,8.1,0.412,12,13,14,18,17,8,7,7,9,9,9,4,4,4,11,8,16,5,6,6,5,5,17,19,4,4,11,14,14,15,10,9,11,10,16,2019-20
20,203943,Noah Vonleh,Noah,1610612743,DEN,24.0,29,10,19,0.345,12.0,96.8,97.4,97.4,103.3,102.1,102.1,-6.5,-4.7,-4.7,0.116,1.37,18.1,0.084,0.207,0.144,13.2,13.3,0.558,0.605,0.136,0.138,106.45,106.79,88.99,106.79,0.127,767,47,86,1.6,3.0,0.547,14,10,10,7,20,22,22,22,5,4,4,17,14,14,10,12,7,2,4,4,22,22,6,2,21,21,12,9,9,4,19,19,19,21,1,2019-20
21,203496,Robert Covington,Robert,1610612745,HOU,29.0,48,15,33,0.313,29.4,107.6,109.2,109.2,110.1,110.4,110.4,-2.5,-1.1,-1.1,0.057,0.77,8.4,0.024,0.174,0.097,11.0,11.0,0.544,0.572,0.176,0.179,104.53,103.64,86.36,103.64,0.09,3043,216,496,4.5,10.3,0.435,3,3,21,8,5,6,6,6,13,14,14,6,5,5,19,21,21,14,7,7,15,15,8,8,12,11,19,23,23,13,4,4,6,5,12,2019-20
22,203894,Shabazz Napier,Shabazz,1610612764,WAS,28.0,36,9,27,0.25,23.8,101.8,103.2,103.2,107.4,107.0,107.0,-5.6,-3.8,-3.8,0.325,2.46,32.2,0.017,0.108,0.06,13.1,13.0,0.486,0.539,0.186,0.191,104.94,104.48,87.07,104.48,0.107,1866,114,283,3.2,7.9,0.403,7,12,18,19,11,17,16,16,8,8,8,16,11,11,2,4,2,17,16,18,21,20,15,14,9,8,16,17,17,8,8,7,12,11,18,2019-20
23,1626203,Treveon Graham,Treveon,1610612737,ATL,26.0,33,12,21,0.364,20.1,102.4,102.2,102.2,107.4,108.9,108.9,-5.0,-6.7,-6.7,0.065,1.58,12.4,0.039,0.097,0.068,7.9,7.9,0.411,0.447,0.131,0.134,104.4,103.79,86.49,103.79,0.038,1427,62,175,1.9,5.3,0.354,10,5,13,5,13,16,17,17,7,11,11,14,19,19,18,9,14,10,17,15,8,8,21,22,22,22,20,21,21,22,17,16,18,18,21,2019-20
0,203952,Andrew Wiggins,Andrew,1610612750,MIN,24.0,73,31,42,0.425,34.8,109.0,110.7,110.7,110.7,111.9,111.9,-1.7,-1.2,-1.2,0.108,1.33,11.1,0.031,0.099,0.065,8.3,8.3,0.461,0.493,0.24,0.244,102.89,101.57,84.64,101.57,0.078,5379,498,1209,6.8,16.6,0.412,4,5,18,14,2,7,5,5,12,13,13,9,9,9,12,12,17,8,11,11,10,10,17,16,4,4,6,13,13,13,2,2,4,2,16,2018-19
1,201229,Anthony Tolliver,Anthony,1610612750,MIN,34.0,65,27,38,0.415,16.6,104.0,104.5,104.5,109.0,108.6,108.6,-5.0,-4.1,-4.1,0.059,1.28,12.6,0.012,0.143,0.075,9.9,9.8,0.539,0.571,0.121,0.125,102.64,102.57,85.48,102.57,0.064,2320,99,259,1.5,4.0,0.382,8,8,15,15,14,17,18,18,6,5,5,13,13,13,20,15,14,16,5,9,16,16,9,10,21,21,10,6,6,16,11,10,18,18,18,2018-19
2,203710,C.J. Williams,C.J.,1610612750,MIN,29.0,15,4,11,0.267,8.5,96.9,95.5,95.5,112.1,113.0,113.0,-15.2,-17.5,-17.5,0.158,2.4,23.1,0.007,0.053,0.029,9.6,9.5,0.557,0.55,0.138,0.145,100.09,100.37,83.64,100.37,0.049,267,17,35,1.1,2.3,0.486,16,17,7,20,19,20,20,20,16,17,17,21,21,21,9,9,5,19,20,19,15,15,5,12,20,17,19,18,18,20,17,18,19,20,6,2018-19
3,1629244,Cam Reynolds,Cam,1610612750,MIN,24.0,19,6,13,0.316,13.7,105.8,107.5,107.5,113.2,112.4,112.4,-7.4,-4.9,-4.9,0.073,2.6,13.0,0.014,0.102,0.057,5.0,5.0,0.558,0.58,0.141,0.144,101.75,101.29,84.41,101.29,0.063,548,33,78,1.7,4.1,0.423,15,16,9,17,15,15,12,12,18,15,15,15,14,14,15,8,10,14,10,13,2,2,4,6,17,18,12,14,14,17,16,16,16,17,12,2018-19
4,203967,Dario Saric,Dario,1610612750,MIN,25.0,68,31,37,0.456,23.9,109.2,109.8,109.8,111.2,111.6,111.6,-2.0,-1.8,-1.8,0.087,1.4,12.9,0.06,0.157,0.108,9.2,9.1,0.54,0.579,0.172,0.177,103.15,102.65,85.54,102.65,0.093,3489,256,564,3.8,8.3,0.454,6,5,14,7,8,5,6,6,13,12,12,10,10,10,14,11,13,5,4,4,13,13,8,8,10,9,4,5,5,10,5,4,8,7,9,2018-19
5,201565,Derrick Rose,Derrick,1610612750,MIN,30.0,51,24,27,0.471,27.3,110.3,111.5,111.5,109.8,110.8,110.8,0.6,0.7,0.7,0.244,2.68,19.6,0.022,0.07,0.046,7.3,7.3,0.518,0.557,0.261,0.269,104.64,103.61,86.34,103.61,0.128,3012,363,753,7.1,14.8,0.482,9,9,13,5,6,3,4,4,8,9,9,3,4,4,5,7,6,11,15,14,5,5,12,11,3,3,1,4,4,3,3,3,3,4,7,2018-19
6,203476,Gorgui Dieng,Gorgui,1610612750,MIN,29.0,76,33,43,0.434,13.6,106.2,105.2,105.2,111.3,109.0,109.0,-5.1,-3.8,-3.8,0.106,1.26,13.0,0.072,0.225,0.145,10.3,10.3,0.527,0.572,0.194,0.201,102.08,103.64,86.36,103.64,0.118,2211,189,377,2.5,5.0,0.501,2,2,20,10,16,13,15,15,15,7,7,14,12,12,13,16,11,4,2,2,17,17,10,9,7,7,11,3,3,4,7,9,13,14,3,2018-19
7,203477,Isaiah Canaan,Isaiah,1610612749,MIL,28.0,7,3,4,0.429,13.6,105.9,107.9,107.9,117.7,115.8,115.8,-11.8,-7.9,-7.9,0.292,4.75,35.2,0.0,0.058,0.027,7.4,7.4,0.5,0.536,0.167,0.168,97.77,97.67,81.39,97.67,0.084,190,11,29,1.6,4.1,0.379,20,19,2,12,17,14,11,11,20,19,19,18,16,16,2,3,3,20,19,20,6,6,13,13,11,13,21,21,21,12,19,19,17,16,19,2018-19
8,203263,James Nunnally,James,1610612745,HOU,28.0,13,7,6,0.538,4.9,108.8,105.7,105.7,122.3,118.1,118.1,-13.5,-12.4,-12.4,0.109,5.0,17.9,0.0,0.063,0.03,3.6,3.5,0.548,0.593,0.151,0.164,100.97,104.24,86.87,104.24,0.069,140,9,21,0.7,1.6,0.429,18,15,3,3,21,8,14,14,21,21,21,19,20,20,11,2,8,20,18,18,1,1,6,3,15,14,14,1,1,14,20,20,21,21,11,2018-19
9,1629123,Jared Terrell,Jared,1610612750,MIN,24.0,14,4,10,0.286,7.9,96.5,94.1,94.1,108.0,106.4,106.4,-11.4,-12.3,-12.3,0.182,1.2,18.8,0.008,0.044,0.025,15.6,15.7,0.359,0.372,0.197,0.203,99.67,101.69,84.74,101.69,-0.009,236,12,39,0.9,2.8,0.308,17,17,5,19,20,21,21,21,4,4,4,17,18,18,7,18,7,18,21,21,21,21,21,21,6,6,20,12,12,21,18,17,20,19,21,2018-19
10,201952,Jeff Teague,Jeff,1610612750,MIN,31.0,42,23,19,0.548,30.1,111.2,113.0,113.0,110.7,113.1,113.1,0.5,-0.1,-0.1,0.366,3.54,37.2,0.012,0.067,0.039,10.5,10.5,0.465,0.528,0.186,0.189,103.78,101.85,84.87,101.85,0.103,2683,176,416,4.2,9.9,0.423,10,10,10,1,5,2,2,2,11,18,18,4,6,6,1,5,2,17,17,17,18,18,16,14,8,8,3,10,10,7,9,8,7,6,12,2018-19
11,201573,Jerryd Bayless,Jerryd,1610612750,MIN,30.0,34,15,19,0.441,19.3,103.6,105.0,105.0,117.2,117.4,117.4,-13.6,-12.4,-12.4,0.262,3.72,30.4,0.015,0.08,0.045,8.2,8.1,0.42,0.431,0.172,0.177,100.5,99.69,83.08,99.69,0.059,1368,82,230,2.4,6.8,0.357,11,11,10,9,11,19,16,16,19,20,20,20,19,19,4,4,4,13,14,15,9,9,20,20,9,10,17,19,19,18,12,12,14,10,20,2018-19
12,202710,Jimmy Butler,Jimmy,1610612755,PHI,29.0,10,3,7,0.3,36.1,103.9,104.8,104.8,112.3,112.7,112.7,-8.4,-7.9,-7.9,0.198,3.07,17.8,0.039,0.098,0.067,5.8,5.8,0.525,0.579,0.224,0.229,102.85,102.18,85.15,102.18,0.138,769,74,157,7.4,15.7,0.471,19,19,4,18,1,18,17,17,17,16,16,16,17,17,6,6,9,7,13,10,4,4,11,7,5,5,7,8,8,2,13,13,2,3,8,2018-19
13,1629006,Josh Okogie,Josh,1610612750,MIN,20.0,74,32,42,0.432,23.7,109.1,109.6,109.6,110.2,110.6,110.6,-1.2,-1.0,-1.0,0.068,1.44,12.4,0.021,0.098,0.059,8.6,8.6,0.445,0.492,0.148,0.151,104.36,103.89,86.57,103.89,0.051,3797,196,508,2.6,6.9,0.386,3,3,18,11,9,6,7,7,10,8,8,8,8,8,17,10,16,12,12,12,12,12,19,17,16,16,2,2,2,19,6,6,12,9,17,2018-19
14,1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,23.0,77,34,43,0.442,33.0,109.9,112.2,112.2,110.1,111.3,111.3,-0.2,0.9,0.9,0.169,1.08,13.0,0.097,0.257,0.176,12.0,11.9,0.572,0.622,0.28,0.287,102.65,101.05,84.21,101.05,0.177,5361,681,1314,8.8,17.1,0.518,1,1,20,8,4,4,3,3,9,10,10,5,3,3,8,20,12,1,1,1,19,19,2,1,1,1,9,15,15,1,1,1,1,1,2,2018-19
15,1628966,Keita Bates-Diop,Keita,1610612750,MIN,23.0,30,10,20,0.333,16.8,106.4,107.1,107.1,111.2,112.2,112.2,-4.9,-5.1,-5.1,0.047,1.21,9.1,0.029,0.129,0.077,7.5,7.6,0.468,0.489,0.14,0.143,101.63,100.84,84.03,100.84,0.065,1058,60,142,2.0,4.7,0.423,12,14,12,16,13,12,13,13,14,14,14,12,15,15,21,17,21,9,7,8,7,8,15,19,18,19,13,17,17,15,14,14,15,15,14,2018-19
